# ln a,ln lambda, ln Gamma, ln P_GP, s, gamma_0, P_b, T0_b, K_b, h_b, k_b, P_c, T0_c, K_c, h_c, k_c, P_d, T0_d, K_d, h_d, k_d
2.483054,8.443361,1.775742,3.947130,0.322008,0.069544,2.253240,1366.170809,0.494658,-0.010290,-0.134751,3.691075,1367.275882,2.253229,-0.188473,0.058909,7.450569,1362.737270,1.636402,-0.220764,-0.269127
1.746882,2.349971,1.830411,3.460594,0.212040,0.345020,2.252638,1366.170619,0.791207,0.119041,0.916204,3.690284,1367.274752,2.051080,0.012392,-0.039708,7.450826,1362.737636,1.620208,0.003215,0.117591
2.069187,2.590452,-0.953765,2.679577,0.635509,0.891697,2.252199,1366.170775,0.000083,0.037069,-0.460514,3.690774,1367.274186,1.571624,-0.334452,-0.040973,7.449672,1362.735527,1.367399,-0.028665,0.369032
2.047441,6.420531,1.036239,3.246764,0.141316,-0.151835,2.253402,1366.171039,1.467769,-0.745089,0.572086,3.690717,1367.275284,2.083716,-0.095129,0.193452,7.451542,1362.737793,1.934603,0.167462,0.292611
1.828389,6.572698,0.968326,3.287173,0.090461,-0.321583,2.252745,1366.170747,1.108039,-0.079495,0.249534,3.690073,1367.274992,2.319917,-0.261121,0.096324,7.451920,1362.736411,1.585867,-0.175254,0.496775
2.020087,4.082417,1.032996,3.043064,0.061512,0.366703,2.253379,1366.170817,0.421316,0.344478,0.168188,3.690499,1367.276286,1.878789,-0.285041,0.220786,7.453226,1362.737959,1.734420,-0.210711,0.450681
1.854472,5.001488,1.024158,3.778644,0.225276,-0.100859,2.253124,1366.170783,0.000052,0.232851,0.157534,3.690259,1367.275674,2.314222,-0.077385,0.248670,7.452130,1362.739074,1.734397,-0.077113,-0.168182
1.616512,8.352101,1.547398,3.926987,0.002226,-0.048691,2.253086,1366.170871,0.446750,0.150768,-0.390593,3.689961,1367.275042,1.744571,-0.139543,0.081222,7.452364,1362.737595,1.851874,0.023123,-0.104365
1.930065,4.343200,-0.739842,2.776921,0.078165,-0.744021,2.253579,1366.170694,0.198032,-0.057258,0.403257,3.690742,1367.275116,1.816485,-0.251543,0.372557,7.451805,1362.736318,1.636840,-0.306522,0.302168
2.102068,5.993079,0.603326,3.277707,0.075219,-0.266528,2.253375,1366.170708,0.532117,0.028723,-0.093860,3.690686,1367.276257,2.264477,-0.310721,0.091908,7.451603,1362.738042,1.486802,-0.117413,-0.253036
2.721408,2.742259,-0.393192,3.906577,0.001557,0.148275,2.253180,1366.170879,0.034299,0.025425,0.156569,3.690192,1367.274687,2.573896,-0.196512,0.021240,7.452136,1362.736094,1.350003,0.131766,0.130084
1.887003,2.471817,-1.673785,2.929231,0.152284,0.005962,2.252297,1366.170827,0.558091,-0.386655,0.800192,3.690514,1367.274343,1.519065,0.117479,0.096149,7.451283,1362.735829,1.559820,-0.058596,0.635806
1.837045,8.655920,1.901895,3.923130,0.040427,0.015414,2.253258,1366.171100,0.089524,0.435983,0.119835,3.690166,1367.275921,1.951697,-0.180003,0.214678,7.449338,1362.736895,1.725836,-0.007949,0.540374
0.723117,7.133720,0.802095,3.887514,0.000011,-0.016735,2.252446,1366.170858,0.639613,-0.071426,-0.039871,3.690375,1367.274589,2.172868,-0.008488,-0.005790,7.450561,1362.737922,1.649065,-0.023930,0.017627
2.416577,2.374750,0.891527,3.458364,0.114445,0.032270,2.253098,1366.171081,0.436610,0.070732,0.089283,3.690841,1367.275866,2.137704,-0.333885,-0.096711,7.451734,1362.737261,1.528994,-0.176591,0.560417
1.734417,6.955089,1.219439,3.273548,0.002594,-0.013341,2.252904,1366.170936,0.717940,-0.179591,0.221329,3.690250,1367.274204,2.223709,-0.000491,0.224030,7.450975,1362.736828,2.179950,0.143896,0.105911
1.387706,5.724848,1.122580,3.206171,0.003804,-0.268997,2.252898,1366.170760,0.685757,-0.184741,-0.155091,3.690006,1367.274551,2.455388,-0.005656,-0.360284,7.449992,1362.737268,1.927824,-0.103766,0.296218
1.978072,7.895902,1.558160,3.942769,0.017996,0.031092,2.253430,1366.170723,0.491417,0.041129,-0.087256,3.690162,1367.274785,2.182060,-0.134371,-0.163605,7.450209,1362.736633,1.548768,-0.086350,-0.036825
1.870194,6.194828,0.392190,3.345741,0.008638,0.024337,2.253041,1366.170773,0.056521,0.050935,0.380762,3.690233,1367.276060,2.201193,-0.106405,0.075964,7.452160,1362.736771,1.887719,-0.130021,-0.056259
2.054058,3.900178,0.363550,3.331620,0.013801,-0.010473,2.252911,1366.170798,0.813106,-0.302297,0.505314,3.689964,1367.273737,1.933563,-0.053050,-0.043891,7.450423,1362.737086,1.201094,0.070193,-0.159416
1.978003,4.117048,1.546981,3.708715,0.294925,0.132243,2.253289,1366.170846,0.132122,0.140369,0.504370,3.689939,1367.274550,1.577516,-0.303093,0.012117,7.452178,1362.737858,1.482717,-0.105084,0.446760
1.383446,5.265609,1.096054,3.303446,0.246304,0.440012,2.252594,1366.170944,0.291611,0.139438,0.342431,3.690382,1367.275573,2.050555,-0.098677,0.060215,7.452135,1362.737191,1.565415,-0.094391,-0.303644
2.060008,4.834332,1.784405,3.452244,0.052749,0.007526,2.253143,1366.170807,0.828478,-0.217764,-0.323253,3.690561,1367.274354,2.055610,-0.160855,-0.369449,7.452094,1362.735955,1.588460,-0.560890,0.053252
1.915683,8.514757,1.975330,3.931171,0.167924,-0.055045,2.253309,1366.170627,0.865150,0.022143,0.072490,3.690028,1367.276216,2.323198,0.093184,0.050793,7.451535,1362.737720,1.790369,0.103215,-0.005612
2.149194,5.622103,0.401296,3.268674,0.004683,0.390052,2.253220,1366.170823,1.021135,0.033105,-0.072741,3.690372,1367.275773,1.860379,0.099257,0.130589,7.451201,1362.736853,1.433363,-0.001748,0.297906
2.193513,6.973905,0.902879,3.645414,0.190464,0.028105,2.253407,1366.170726,0.602035,0.063983,-0.154959,3.690285,1367.274999,1.962739,0.029977,-0.027271,7.451332,1362.737885,1.647982,0.020675,0.020470
1.966444,3.458218,-0.169699,3.200789,0.071422,-0.161025,2.253060,1366.170926,0.140523,0.315315,0.042359,3.690857,1367.274969,2.209841,-0.098880,0.419989,7.451172,1362.737625,1.925998,0.034835,0.566618
1.677240,1.508322,1.731074,3.458884,0.120716,-0.351803,2.253337,1366.170715,0.798899,0.045564,0.527039,3.690198,1367.275135,2.107921,-0.396783,0.221272,7.451609,1362.739212,1.473431,0.188516,0.439636
2.002022,4.147106,1.750167,3.638930,0.456398,0.086379,2.252798,1366.170803,0.017443,-0.269703,-0.315596,3.690189,1367.274873,2.369723,-0.221636,-0.030992,7.452296,1362.736650,1.693186,-0.011677,-0.283970
1.839325,6.682013,1.172471,3.283324,0.004943,-0.094724,2.252897,1366.170872,0.424682,-0.105079,-0.139913,3.690362,1367.273934,2.273214,-0.091030,-0.210569,7.450322,1362.738674,1.848186,-0.313495,-0.030663
1.511418,4.535007,1.810116,3.602872,0.147015,0.002746,2.253750,1366.170952,0.244941,0.390670,0.095134,3.690405,1367.274145,1.744342,0.180055,0.081680,7.450311,1362.737550,1.350392,-0.132907,-0.321084
2.095298,6.457385,0.819557,3.280555,0.506683,0.404310,2.252850,1366.170672,0.022799,0.160461,-0.126033,3.689812,1367.275504,2.157571,0.065990,0.146981,7.452135,1362.738480,1.831332,-0.166712,-0.104778
1.930853,6.264903,1.622273,3.745102,0.069046,0.227267,2.253058,1366.170870,0.552940,-0.083935,0.554463,3.690534,1367.274945,1.905590,-0.313932,0.135868,7.452175,1362.736734,1.202661,0.465288,-0.146275
1.544223,8.054505,-0.115538,3.882964,0.000370,-0.026724,2.253297,1366.170792,0.725584,-0.029511,-0.088134,3.690229,1367.275181,2.311661,-0.011360,0.028054,7.451915,1362.736923,1.763082,0.025201,-0.102562
1.818358,2.696646,1.565040,3.428012,0.388210,-0.409029,2.253902,1366.170797,0.216167,-0.074501,-0.055328,3.690458,1367.275011,2.150871,-0.413944,0.226518,7.452514,1362.738489,1.746169,0.375993,-0.088345
2.772533,4.227074,0.407257,3.352805,0.399984,-0.029827,2.253272,1366.170738,0.000028,0.391999,0.197663,3.690066,1367.276875,2.264791,-0.004584,0.187550,7.451549,1362.738048,1.514475,-0.044273,-0.104490
1.549858,5.824328,1.476683,3.132851,0.280579,-0.132212,2.253384,1366.170814,0.464727,0.297454,-0.195811,3.690184,1367.275588,2.260550,-0.136303,-0.312473,7.452048,1362.735784,0.726456,0.067545,0.518307
2.772533,4.227074,0.407257,3.352805,0.399984,-0.029827,2.253272,1366.170738,0.000028,0.391999,0.197663,3.690066,1367.276875,2.264791,-0.004584,0.187550,7.451549,1362.738048,1.514475,-0.044273,-0.104490
2.356907,4.009391,1.058183,3.575935,0.013750,0.440616,2.253159,1366.170842,1.358734,-0.205640,0.767357,3.690628,1367.275001,1.951960,-0.270093,-0.224326,7.450501,1362.735587,2.060828,-0.362997,0.485910
1.356609,4.640180,1.524799,3.720334,0.180796,0.514173,2.252756,1366.171016,0.300664,-0.016061,-0.131558,3.690746,1367.275437,2.255115,-0.273880,-0.105069,7.452746,1362.737102,1.404726,-0.074251,0.153616
1.188655,6.266405,1.752201,3.665323,0.009593,0.168247,2.253224,1366.170637,0.673591,0.015473,0.229560,3.690324,1367.275665,2.164219,0.052989,-0.280250,7.451901,1362.735906,1.320120,-0.003518,0.052125
1.973251,6.141905,0.948998,3.255139,0.430359,0.933731,2.252441,1366.170853,0.017377,-0.205584,-0.316961,3.690044,1367.275502,2.394977,-0.301163,0.044394,7.452405,1362.736537,1.463489,0.118757,-0.131049
1.747140,1.967713,1.357428,3.876766,0.227334,0.285485,2.253709,1366.170798,1.208442,0.548857,0.834544,3.690347,1367.274142,2.121436,-0.280136,-0.025533,7.451575,1362.737276,1.792163,-0.194929,0.261076
1.706997,4.480123,1.885491,3.756277,0.291952,0.110569,2.253231,1366.170761,0.567295,0.465930,0.350524,3.690456,1367.275967,2.165717,-0.442927,0.179765,7.452045,1362.735584,2.234286,-0.057957,0.679094
2.077261,6.121833,0.449364,3.282538,0.019769,0.130854,2.253047,1366.170533,0.486761,0.270234,0.495402,3.690087,1367.276510,1.978278,0.100644,0.054935,7.451569,1362.738251,1.607944,-0.063182,0.322221
2.236328,4.287304,1.345580,3.708361,0.061826,0.187055,2.253670,1366.170864,0.000143,0.218277,0.882479,3.690560,1367.276062,2.380658,-0.253695,0.035995,7.451007,1362.737486,1.022138,0.043374,0.086814
1.658501,2.942094,0.287687,3.427567,0.052793,0.183711,2.253345,1366.170718,0.475001,0.209061,0.355767,3.690242,1367.275517,2.337816,-0.123458,0.149625,7.450700,1362.736496,1.494354,0.041957,-0.116375
1.528945,6.402258,0.862852,3.304102,0.097311,0.057651,2.252835,1366.170901,0.036681,0.080979,0.084864,3.689536,1367.274638,2.197871,0.027493,0.026859,7.452376,1362.736987,1.785331,-0.251695,0.063055
2.372408,2.093520,-1.218837,3.079009,0.218970,0.244661,2.252924,1366.170999,0.194171,0.330168,0.394448,3.690369,1367.274186,2.718142,-0.143511,0.425661,7.452104,1362.736591,1.057210,0.116988,0.030076
2.067502,4.722837,0.286865,2.579691,0.001745,0.137185,2.253189,1366.170717,0.928312,-0.500499,-0.249606,3.690398,1367.274081,2.530590,-0.012343,-0.037621,7.449959,1362.738518,0.992553,-0.351526,-0.176490
2.201122,4.601978,-0.285570,2.903698,0.109301,0.279142,2.252908,1366.170843,0.318443,0.075734,0.200972,3.690008,1367.275289,1.749755,-0.073171,0.144284,7.452455,1362.738257,1.148190,-0.155056,-0.545234
1.871364,3.796818,1.333730,3.366547,0.312943,-0.123885,2.253508,1366.170668,0.023411,-0.003076,-0.384506,3.690019,1367.274576,2.312149,-0.156331,-0.011510,7.452368,1362.736750,2.043096,0.228427,-0.174229
1.640900,3.293875,1.369544,3.399194,0.004177,0.511567,2.252659,1366.170630,0.302366,-0.211414,0.148807,3.689778,1367.275600,2.539537,-0.220286,-0.109586,7.451789,1362.736229,1.498999,0.036856,-0.301937
1.211278,6.037584,1.348335,3.737195,0.094740,0.032733,2.253144,1366.170798,0.429579,0.123810,0.009022,3.691021,1367.276406,2.154091,-0.184829,0.062477,7.451803,1362.737559,1.621425,0.038326,0.102840
1.532529,6.342235,0.410407,3.307300,0.016363,0.022614,2.253148,1366.170790,0.290276,0.046185,0.028592,3.690249,1367.274961,2.072734,-0.050908,0.016021,7.451377,1362.737419,1.829828,-0.010536,-0.040220
2.349013,8.375904,-0.031046,3.879976,0.000658,0.014209,2.252918,1366.170678,0.898423,-0.056435,-0.163623,3.690160,1367.274361,2.200286,0.124676,-0.108634,7.451946,1362.737596,1.778111,-0.061387,-0.068921
1.656501,6.189938,1.439351,3.284748,0.002679,-0.118277,2.252773,1366.170726,0.866224,0.035510,0.565540,3.690534,1367.274138,1.880263,-0.104771,0.569051,7.452095,1362.738875,1.745693,-0.147266,0.037256
1.792535,5.133889,1.651106,3.457122,0.000626,-0.035401,2.253209,1366.170737,0.695404,-0.229163,-0.164938,3.690861,1367.275142,2.200755,-0.120714,0.011910,7.451747,1362.736496,1.073691,0.209011,-0.223735
1.475391,8.327852,1.910340,3.946008,0.092208,0.157110,2.252588,1366.171043,0.585335,0.401031,-0.122254,3.690425,1367.275949,1.645623,-0.045201,0.062545,7.451675,1362.738063,1.861705,0.045572,0.005695
1.681340,5.891723,1.936612,3.348123,0.019105,0.162731,2.253318,1366.170708,0.373555,0.275823,0.005036,3.690850,1367.274803,2.711639,-0.327599,0.534955,7.451629,1362.737453,1.813994,0.061562,0.059771
1.938459,8.401327,1.561556,3.920216,0.365037,0.045401,2.253695,1366.170790,0.220657,-0.098150,0.159086,3.690674,1367.275687,1.924063,0.028481,-0.085867,7.452120,1362.738731,1.762544,-0.023439,-0.479880
1.914474,5.709588,0.340736,3.362890,0.000020,0.198124,2.253263,1366.170865,0.166155,-0.003092,-0.328649,3.690335,1367.275422,2.375689,-0.216690,-0.103436,7.452027,1362.736822,1.397526,-0.057163,-0.370484
1.992362,3.723367,1.063689,3.700692,0.362553,0.297583,2.253421,1366.170970,0.297219,-0.078972,0.651302,3.690170,1367.274435,1.664276,-0.293672,0.042726,7.452832,1362.739094,1.544829,-0.313238,0.360132
2.417094,7.710864,1.982850,3.909875,0.205096,-0.148580,2.252999,1366.170737,0.882331,-0.003621,-0.146581,3.690099,1367.275364,2.049149,-0.142546,0.008073,7.450533,1362.737171,1.702228,-0.241395,0.124389
2.036719,6.374742,1.206435,3.306035,0.018162,-0.360507,2.253184,1366.170735,0.517558,-0.336888,-0.272822,3.690395,1367.274785,1.868266,-0.325129,-0.138452,7.450464,1362.738383,1.445134,-0.175796,-0.076607
1.647218,7.501132,1.979062,3.958628,0.097523,0.128621,2.252995,1366.170775,0.810117,0.079159,-0.224720,3.689855,1367.275151,1.742723,-0.128112,-0.024628,7.450978,1362.737574,1.554630,-0.166085,0.082657
2.225115,5.874225,0.551223,3.344809,0.098905,-0.331416,2.253284,1366.170713,0.617887,0.214252,0.030172,3.690528,1367.276538,2.370682,-0.375188,0.148325,7.452458,1362.738249,1.563371,-0.060335,-0.286045
1.671337,7.708872,1.890288,3.926550,0.116570,-0.087022,2.253363,1366.170754,0.492232,-0.162583,-0.018523,3.691050,1367.274370,1.616955,-0.196248,-0.040335,7.452187,1362.736224,1.443071,-0.186339,-0.122493
1.713986,4.112389,1.892755,3.647742,0.003258,0.160445,2.253759,1366.170809,0.290892,-0.402311,-0.149355,3.690117,1367.276161,2.117647,0.037324,0.461906,7.452912,1362.739363,1.297077,-0.323132,0.141847
2.385692,2.546941,-0.296516,3.542330,0.047538,0.307307,2.253478,1366.170857,0.248480,0.096663,-0.377092,3.690407,1367.275710,1.929068,-0.357909,0.077500,7.452204,1362.736393,0.851518,-0.436806,0.424825
1.850036,6.696760,1.341430,3.226119,0.205432,0.615427,2.252818,1366.170798,1.120304,-0.116919,-0.318908,3.690351,1367.274708,2.882520,-0.142568,0.437205,7.451604,1362.736178,2.645841,-0.045194,0.508656
2.007053,4.034640,0.224038,3.207997,0.008496,0.031152,2.252770,1366.170811,0.813424,-0.400488,0.530199,3.690318,1367.274295,1.948293,-0.007895,0.105247,7.451489,1362.737128,1.523975,-0.089902,0.360386
1.783219,3.069534,1.150426,3.517864,0.110556,0.008761,2.253186,1366.170656,0.640099,0.125449,0.578008,3.690397,1367.275550,2.404568,-0.229847,0.347624,7.451663,1362.737189,1.672532,0.066837,0.245412
2.334175,8.273666,1.726441,3.962670,0.010066,-0.320468,2.253605,1366.170815,0.828709,0.015340,0.160581,3.690633,1367.274387,2.436072,-0.286417,-0.125260,7.450207,1362.737157,1.585234,0.437960,0.350602
1.908976,5.278003,1.099220,3.308338,0.259395,0.059175,2.253257,1366.170694,0.446889,-0.372222,0.609872,3.690714,1367.275954,2.021819,-0.204596,0.095544,7.451649,1362.738520,1.155117,0.014696,-0.034710
1.281916,7.927409,1.102505,3.915143,0.003567,-0.024791,2.253379,1366.170812,0.738298,0.139386,0.002223,3.690780,1367.274777,2.132436,-0.036397,0.112750,7.451520,1362.738105,1.851775,0.043383,-0.108601
2.250043,3.052588,1.133045,3.477833,0.040057,-0.004820,2.253419,1366.170694,0.577534,0.264898,0.046405,3.690958,1367.276251,1.859059,-0.072267,0.130038,7.452171,1362.738232,1.439487,0.050744,-0.007119
2.483113,5.601541,0.961075,3.302854,0.002722,0.087753,2.253002,1366.170720,0.059107,0.073446,-0.356107,3.690773,1367.275543,2.137093,-0.053211,0.249143,7.451861,1362.737730,1.619210,-0.063567,-0.128957
1.832065,6.238226,0.942273,3.280016,0.044530,0.367164,2.253544,1366.170799,0.237222,0.000003,0.936755,3.690459,1367.275207,2.440784,-0.020397,0.474103,7.452415,1362.736219,2.180040,0.126257,-0.207171
2.430149,6.335896,1.537242,3.827748,0.109516,0.040845,2.253203,1366.170957,0.030475,0.420211,-0.012051,3.690459,1367.274015,2.253351,-0.011377,0.339770,7.450356,1362.736056,1.494974,-0.201326,-0.446715
2.420693,8.558602,1.880628,3.961251,0.467098,-0.400628,2.253108,1366.170550,0.793896,-0.270999,0.462064,3.690424,1367.275949,1.810731,0.045136,0.132400,7.451947,1362.736942,1.998344,0.103372,0.450072
1.731168,6.073550,1.502359,3.264707,0.021524,0.044104,2.252748,1366.170970,0.002308,-0.037887,0.016555,3.690091,1367.275966,2.239609,-0.152297,-0.028627,7.450896,1362.736827,1.553956,0.077062,0.171014
2.105870,4.421001,-0.204760,2.461482,0.002787,0.110956,2.253194,1366.170707,0.828944,-0.618229,-0.274795,3.690425,1367.274160,2.574474,-0.022555,-0.048881,7.449954,1362.738404,1.121823,-0.326830,-0.244747
1.638914,6.163009,1.589366,3.376206,0.221776,-0.054133,2.253439,1366.170824,0.287314,0.341066,-0.253240,3.690152,1367.275885,2.364404,-0.164606,-0.258081,7.452271,1362.735821,0.929397,0.017505,0.246709
2.411111,6.006600,1.738052,3.902283,0.149209,0.282656,2.253342,1366.170732,0.601889,0.219607,0.271955,3.690833,1367.274518,2.606011,0.026638,-0.115059,7.451978,1362.736909,1.485874,0.025268,0.049786
1.470751,6.113387,0.972001,3.285723,0.084747,0.252815,2.253341,1366.170863,0.615376,-0.042184,0.260694,3.690553,1367.274416,2.267960,-0.088413,0.287549,7.451797,1362.736136,1.948715,0.009388,-0.361112
1.973761,6.014117,0.603803,3.329341,0.000329,-0.041891,2.252943,1366.170793,0.152380,0.380939,0.118025,3.690545,1367.274019,2.116907,0.135977,-0.105521,7.451362,1362.736074,1.909805,0.081139,-0.075428
1.589924,1.434947,-2.317394,2.828964,0.067119,0.452878,2.253197,1366.170846,0.169257,-0.159810,0.598605,3.690821,1367.274873,2.114111,0.000833,0.146485,7.451437,1362.736912,1.596886,0.184043,0.284916
2.125155,2.383882,0.329717,3.458568,0.053377,0.222065,2.253525,1366.170871,0.695210,0.358336,0.926178,3.690441,1367.275825,2.059406,-0.257198,0.349009,7.451222,1362.737057,1.302010,-0.461963,0.332089
1.914629,3.271108,0.696837,3.024025,0.339849,-0.097073,2.252970,1366.170816,0.845796,-0.416748,-0.811801,3.690337,1367.274785,2.069119,-0.329141,0.190853,7.451618,1362.737119,0.991809,-0.161811,-0.119069
1.486825,3.755777,1.979827,3.238769,0.259628,0.269936,2.253329,1366.170656,0.976244,0.169036,0.324563,3.690528,1367.275402,2.656218,0.015619,0.456898,7.452203,1362.737030,2.311522,0.132697,0.149632
2.326161,6.088544,1.742410,3.315982,0.062372,-0.030110,2.253474,1366.170899,0.415342,0.170622,0.058510,3.691159,1367.275502,2.120199,-0.347511,0.374377,7.452007,1362.738375,1.623681,-0.063973,0.401065
2.336040,6.638586,0.845851,3.309631,0.471189,-0.175206,2.252640,1366.170631,0.579281,0.058434,0.306157,3.690457,1367.275435,1.915578,-0.274570,0.046441,7.451550,1362.736983,1.569225,0.136362,-0.162532
1.339625,4.544302,1.814484,3.617818,0.000001,0.136169,2.253152,1366.170742,0.117328,0.190903,-0.357825,3.690031,1367.273958,2.272551,-0.095921,0.319453,7.451202,1362.739691,1.416636,0.077984,-0.342371
2.077806,2.319860,1.297683,3.687796,0.000140,-0.690781,2.253663,1366.170761,0.091214,0.258413,-0.348107,3.690389,1367.274817,2.079691,-0.159531,-0.054557,7.452358,1362.735992,1.832397,0.131037,0.027998
1.801494,2.289213,-0.418470,3.326130,0.101165,-0.117105,2.253250,1366.170663,0.412764,0.216734,0.048738,3.690383,1367.275931,2.656637,-0.085811,0.001071,7.450315,1362.736507,1.372946,0.184438,-0.362477
2.392365,8.599690,1.776708,3.926198,0.267472,0.116099,2.253135,1366.170792,0.640072,-0.170191,-0.178749,3.691389,1367.275340,2.052571,-0.230794,0.033307,7.450815,1362.736398,1.448727,-0.368599,-0.299714
2.298293,3.102126,-1.940490,2.210127,0.388895,-0.466891,2.253646,1366.170915,0.037359,0.242642,-0.523840,3.690132,1367.275503,2.621029,-0.032677,-0.187076,7.451550,1362.739322,1.844936,-0.350341,-0.205624
1.989203,7.200869,1.478191,3.310865,0.000640,-0.543472,2.253072,1366.170609,0.000137,-0.278971,-0.406415,3.690266,1367.275750,2.649198,0.162964,0.223731,7.451875,1362.735983,1.604847,-0.215717,-0.368957
2.493475,8.176758,1.814268,3.961708,0.004368,-0.278300,2.253294,1366.170758,0.726388,0.122854,-0.093536,3.690655,1367.274555,1.630570,-0.013288,-0.094964,7.451001,1362.736413,1.298974,0.252439,0.042408
2.220774,6.305446,1.538594,3.630903,0.123829,-0.055599,2.253534,1366.170784,0.970537,0.002507,-0.015147,3.690237,1367.275829,1.583741,-0.009367,0.183934,7.452649,1362.737389,1.334487,-0.042190,-0.106654
1.930656,1.764613,-1.565520,3.022623,0.145072,-0.112568,2.252960,1366.170827,0.189990,0.059250,0.054472,3.690329,1367.275313,2.117387,-0.214301,-0.156238,7.450370,1362.735628,2.134966,-0.293167,0.023525
1.734462,2.108792,0.909508,3.600653,0.000803,-0.027811,2.253107,1366.170859,1.312717,0.205248,0.682142,3.690160,1367.274161,1.830567,-0.061374,0.450350,7.450719,1362.736788,2.006511,0.075959,0.345291
2.638541,8.825344,1.662522,3.958184,0.496917,0.031601,2.252999,1366.170699,0.696696,0.326728,-0.259267,3.690802,1367.275807,2.675305,0.212390,-0.025726,7.451788,1362.738456,1.252872,0.037016,0.040395
1.880761,3.529380,0.665082,3.372175,0.293988,0.344379,2.253460,1366.170889,0.344200,-0.252653,-0.600894,3.690650,1367.275395,1.948713,0.033933,0.105254,7.452692,1362.736597,1.474797,-0.068254,-0.239928
1.409357,3.731564,0.694344,3.287834,0.515454,0.734817,2.253123,1366.170906,0.122478,-0.142557,-0.056020,3.690482,1367.275103,2.499401,-0.404435,0.119229,7.451723,1362.738978,1.513806,0.009122,-0.263251
1.272650,6.926742,0.348481,3.290686,0.004262,0.109866,2.253219,1366.170869,0.116910,0.104629,0.069827,3.690135,1367.275137,2.134445,-0.025525,-0.012138,7.451358,1362.736968,1.967032,0.021637,0.000938
2.291322,5.839643,0.666815,3.319839,0.001300,0.266083,2.253383,1366.170828,1.055662,0.276334,-0.144029,3.690321,1367.275292,1.833749,0.048075,0.105339,7.451174,1362.737009,1.753463,0.041566,0.401682
1.581701,5.239106,1.542652,3.347939,0.688458,0.023460,2.252755,1366.170689,0.810313,-0.077253,-0.308995,3.690221,1367.273700,1.916843,-0.065837,-0.431236,7.451878,1362.737994,1.837373,0.186581,-0.344323
1.332050,6.050894,1.811555,3.247569,0.303125,0.177808,2.253174,1366.170590,0.948287,-0.426217,0.328362,3.690246,1367.275203,2.387298,-0.308161,0.437794,7.451273,1362.738514,1.307531,-0.076077,-0.212647
2.590944,3.203441,-2.467593,2.304543,0.000706,0.079241,2.253023,1366.170801,0.548143,0.052642,0.016310,3.690018,1367.275121,1.836778,0.025100,0.139834,7.452232,1362.738702,1.010584,-0.052067,-0.079251
1.542610,7.716523,1.726931,3.944257,0.018103,-0.248612,2.253173,1366.170825,0.672646,-0.234190,0.272513,3.690105,1367.274639,1.681886,-0.079744,-0.042678,7.450637,1362.737732,1.989822,-0.005098,0.009018
2.085406,2.726705,-1.309290,3.508603,0.108898,0.073384,2.252778,1366.170660,0.375004,0.326128,0.110125,3.690524,1367.275398,1.992839,-0.085275,0.314039,7.451876,1362.738340,1.049522,0.063675,-0.069192
2.268058,9.211431,1.817024,3.924296,0.317810,0.257570,2.253127,1366.170903,0.054975,0.561220,-0.324894,3.690511,1367.275440,2.761155,-0.126180,-0.124996,7.450847,1362.736896,2.144314,-0.404330,0.129606
1.960158,5.592106,1.305821,3.287129,0.027379,0.070225,2.252553,1366.171016,0.000425,-0.039574,-0.070716,3.689986,1367.276196,2.479147,-0.071004,-0.000042,7.450943,1362.736529,1.426112,0.015252,0.102898
2.297370,6.209112,0.836252,3.253871,0.093704,0.118678,2.253045,1366.170699,0.739589,0.073971,-0.073102,3.690981,1367.274431,1.957735,-0.400481,-0.059619,7.451582,1362.736494,1.578463,-0.041108,-0.050949
2.041966,5.026210,1.608938,3.833667,0.329243,0.021235,2.253488,1366.170780,0.003828,0.247059,0.151515,3.689952,1367.275156,1.513236,-0.207650,-0.063921,7.452783,1362.738014,1.510835,-0.111403,0.304569
1.919065,8.423850,1.936032,3.950271,0.080446,-0.247936,2.252890,1366.170877,1.013462,-0.060086,0.137910,3.690209,1367.274560,2.141297,-0.004188,0.047823,7.451462,1362.736167,1.970364,0.278320,0.079952
1.709885,2.886162,-1.701055,2.403934,0.032396,0.175312,2.253971,1366.170858,0.001555,-0.250737,-0.003356,3.691057,1367.275428,2.491372,-0.208740,-0.062827,7.452389,1362.738977,1.000217,0.069829,-0.276751
2.193448,6.405095,0.423648,3.291018,0.012038,0.057344,2.253623,1366.170856,0.852426,0.010335,0.250876,3.690462,1367.275164,2.293797,0.018624,0.056844,7.450825,1362.736861,1.782504,0.187190,0.057239
1.509846,6.959025,1.355165,3.307172,0.005043,0.484715,2.253178,1366.170850,0.370307,-0.221734,0.384026,3.690074,1367.275513,2.204981,-0.182044,0.363273,7.449389,1362.737310,1.158942,0.063002,0.236408
1.908820,5.728672,0.107487,3.255446,0.091772,0.092705,2.252607,1366.170817,0.709522,-0.073604,0.252787,3.690470,1367.275407,1.945671,0.019654,0.039766,7.451656,1362.737041,2.002669,0.014267,0.289934
1.569771,5.135034,1.939665,3.785954,0.109424,0.049970,2.254096,1366.170630,0.452073,0.265375,0.595587,3.690257,1367.274137,2.635453,-0.442098,0.092020,7.451125,1362.738289,1.362430,0.051107,0.524733
1.917347,6.851059,1.354265,3.304803,0.337145,0.143530,2.253371,1366.170673,0.236057,-0.068850,0.678450,3.690476,1367.274603,2.449205,-0.007023,0.257680,7.452727,1362.738628,1.648033,0.213717,-0.178165
