%1581.552943 & -5682.7 & 1.6 & 6.90 & 0.02 & 5.57 & 0.04 & 12.90 & 0.17 & 0.89 & 0.01 & 0.95 & 0.11 & - & - \\ 
%1582.607771 & -5685.5 & 1.3 & 7.00 & 0.01 & 5.67 & 0.03 & 12.31 & 0.11 & 0.82 & 0.01 & 0.90 & 0.05 & - & - \\ 
%1583.509289 & -5679.7 & 1.2 & 6.96 & 0.01 & 5.82 & 0.03 & 13.37 & 0.11 & 0.81 & 0.01 & 0.85 & 0.04 & - & - \\ 
%1584.611710 & -5679.9 & 2.1 & 7.49 & 0.02 & 6.71 & 0.06 & 14.25 & 0.25 & 1.19 & 0.02 & 1.03 & 0.16 & - & - \\ 
%1584.623018 & -5682.0 & 2.3 & 7.33 & 0.02 & 6.32 & 0.06 & 13.56 & 0.26 & 1.14 & 0.02 & 0.97 & 0.17 & - & - \\ 
%1585.666850 & -5682.1 & 2.1 & 7.00 & 0.02 & 5.58 & 0.06 & 12.19 & 0.24 & 0.76 & 0.02 & 0.86 & 0.18 & - & - \\ 
%1586.650509 & -5684.3 & 2.9 & 6.97 & 0.03 & 5.53 & 0.08 & 12.94 & 0.35 & 0.94 & 0.03 & 0.83 & 0.24 & - & - \\ 
%1587.569259 & -5679.9 & 3.4 & 6.97 & 0.03 & 5.56 & 0.09 & 13.22 & 0.40 & 0.94 & 0.04 & 0.60 & 0.27 & - & - \\ 
%1587.580879 & -5683.7 & 2.8 & 7.04 & 0.03 & 5.54 & 0.07 & 11.43 & 0.30 & 0.89 & 0.03 & 0.98 & 0.21 & - & - \\ 
%1588.536828 & -5682.8 & 2.2 & 6.97 & 0.02 & 5.62 & 0.06 & 12.72 & 0.25 & 0.82 & 0.02 & 0.75 & 0.17 & - & - \\ 
%1588.547928 & -5679.8 & 1.9 & 6.96 & 0.02 & 5.63 & 0.05 & 11.97 & 0.19 & 0.79 & 0.02 & 0.85 & 0.13 & - & - \\ 
%1589.609513 & -5681.5 & 2.1 & 7.10 & 0.02 & 5.77 & 0.06 & 12.46 & 0.24 & 0.91 & 0.02 & 0.96 & 0.17 & - & - \\ 
%1589.620821 & -5681.4 & 1.9 & 7.04 & 0.02 & 5.65 & 0.05 & 12.55 & 0.23 & 0.88 & 0.02 & 0.67 & 0.16 & - & - \\ 
%1590.586202 & -5678.1 & 2.0 & 7.29 & 0.02 & 6.30 & 0.06 & 13.91 & 0.31 & 1.02 & 0.02 & 0.99 & 0.21 & - & - \\ 
%1590.597418 & -5678.9 & 2.3 & 7.25 & 0.02 & 6.17 & 0.07 & 13.50 & 0.32 & 1.06 & 0.02 & 0.76 & 0.21 & - & - \\ 
%1597.556557 & -5679.0 & 3.7 & 7.50 & 0.04 & 6.82 & 0.11 & 15.05 & 0.47 & 1.08 & 0.04 & 1.51 & 0.32 & - & - \\ 
%1597.572495 & -5682.7 & 3.7 & 7.41 & 0.04 & 6.47 & 0.11 & 13.84 & 0.45 & 1.06 & 0.04 & 1.12 & 0.26 & - & - \\ 
%1600.586661 & -5680.0 & 2.7 & 7.02 & 0.03 & 5.73 & 0.08 & 12.86 & 0.32 & 0.90 & 0.03 & 0.80 & 0.21 & - & - \\ 
%1600.597968 & -5678.5 & 2.7 & 6.98 & 0.03 & 5.63 & 0.07 & 12.08 & 0.30 & 0.92 & 0.03 & 0.76 & 0.19 & - & - \\ 
%1601.613947 & -5675.4 & 2.4 & 6.99 & 0.02 & 5.75 & 0.07 & 12.33 & 0.30 & 0.91 & 0.02 & 0.96 & 0.23 & - & - \\ 
%1601.625579 & -5672.5 & 2.4 & 7.00 & 0.02 & 5.62 & 0.07 & 13.02 & 0.34 & 0.89 & 0.02 & 0.80 & 0.24 & - & - \\ 
